name,height,length,width,brand,city_mpg,highway_mpg,transmission_type,engine_torque,engine_horsepower,year,is_hybrid
2011 Volkswagen Jetta AT,172,19,242,Volkswagen,23,29,Automatic transmission,125,115,2011,True
2011 Volkswagen Jetta S AT,172,19,242,Volkswagen,23,29,Automatic transmission,125,115,2011,True
2011 Volkswagen Jetta SE AT,172,19,242,Volkswagen,24,31,Automatic transmission,177,170,2011,True
2011 Volkswagen Jetta SEL PZEV AT,172,19,242,Volkswagen,24,31,Automatic transmission,177,170,2011,True
2011 Volkswagen Jetta,172,19,242,Volkswagen,24,34,Manual transmission,125,115,2011,True
2011 Volkswagen Jetta SEL AT,172,19,242,Volkswagen,24,31,Automatic transmission,177,170,2011,True
2011 Volkswagen Jetta SE,172,19,242,Volkswagen,23,33,Manual transmission,177,170,2011,True
2011 Volkswagen Jetta SEL,172,19,242,Volkswagen,23,33,Manual transmission,177,170,2011,True
2011 Volkswagen Jetta SE PZEV,172,19,242,Volkswagen,23,33,Manual transmission,177,170,2011,True
2011 Volkswagen Jetta S,172,19,242,Volkswagen,24,34,Manual transmission,125,115,2011,True
2010 Toyota Corolla,186,187,224,Toyota,26,35,Manual transmission,128,132,2010,True
2010 Toyota Corolla AT,186,187,224,Toyota,26,34,Automatic transmission,128,132,2010,True
2010 Toyota Corolla S,186,187,224,Toyota,26,35,Manual transmission,128,132,2010,True
2010 Toyota Corolla S AT,186,187,224,Toyota,26,34,Automatic transmission,128,132,2010,True
2010 Toyota Corolla LE,186,187,224,Toyota,26,34,Automatic transmission,128,132,2010,True
2010 Toyota Corolla XLE,186,187,224,Toyota,26,34,Automatic transmission,128,132,2010,True
2010 Toyota Corolla XRS,186,187,224,Toyota,22,30,Manual transmission,162,158,2010,True
2010 Toyota Corolla XRS AT,186,187,224,Toyota,22,30,Automatic transmission,162,158,2010,True
2011 Toyota FJ Cruiser,19,63,113,Toyota,17,22,Automatic transmission,271,260,2011,True
2011 Toyota FJ Cruiser 4WD,37,63,113,Toyota,15,20,Manual transmission,271,260,2011,True
2011 Toyota FJ Cruiser 4WD AT,37,63,113,Toyota,17,21,Automatic transmission,271,260,2011,True
2012 Audi A6 Sedan 3.0 T,188,61,82,Audi,19,28,Automatic transmission,325,310,2012,True
2011 Audi A6 Sedan 3.0 T,179,63,237,Audi,18,26,Automatic transmission,310,300,2011,True
2010 Volkswagen Jetta SE AT,177,202,244,Volkswagen,23,30,Automatic transmission,177,170,2010,True
2010 Volkswagen Jetta S AT,177,202,244,Volkswagen,23,30,Automatic transmission,177,170,2010,True
2010 Volkswagen Jetta SE PZEV AT,177,202,244,Volkswagen,23,30,Automatic transmission,177,170,2010,True
2010 Volkswagen Jetta Limited Edition,177,202,244,Volkswagen,22,30,Manual transmission,177,170,2010,True
2010 Volkswagen Jetta S,177,202,244,Volkswagen,22,30,Manual transmission,177,170,2010,True
2010 Volkswagen Jetta Limited Edition AT,177,202,244,Volkswagen,23,30,Automatic transmission,177,170,2010,True
2010 Volkswagen Jetta S PZEV AT,177,202,244,Volkswagen,23,30,Automatic transmission,177,170,2010,True
2010 Volkswagen Jetta S PZEV,177,202,244,Volkswagen,22,30,Manual transmission,177,170,2010,True
2010 Volkswagen Jetta Limited Edition PZEV AT,177,202,244,Volkswagen,23,30,Automatic transmission,177,170,2010,True
2010 Volkswagen Jetta Sedan SE PZEV,177,202,244,Volkswagen,22,30,Manual transmission,177,170,2010,True
2010 Volkswagen Jetta SE,177,202,244,Volkswagen,22,30,Manual transmission,177,170,2010,True
2010 Volkswagen Jetta Wolfsburg Edition,177,202,244,Volkswagen,21,31,Manual transmission,207,200,2010,True
2010 Volkswagen Jetta Wolfsburg Edition PZEV,177,202,244,Volkswagen,21,31,Manual transmission,207,200,2010,True
2010 Volkswagen Jetta TDI Clean Diesel,177,202,244,Volkswagen,30,41,Manual transmission,236,140,2010,True
2010 Volkswagen Jetta SEL PZEV AT,177,202,244,Volkswagen,23,30,Automatic transmission,177,170,2010,True
2010 Volkswagen Jetta SEL AT,177,202,244,Volkswagen,23,30,Automatic transmission,177,170,2010,True
2010 Volkswagen Jetta TDI Cup Edition,177,202,244,Volkswagen,30,41,Manual transmission,236,140,2010,True
2010 Toyota FJ Cruiser,19,63,113,Toyota,17,22,Automatic transmission,271,260,2010,True
2010 Toyota FJ Cruiser 4WD,37,63,113,Toyota,15,19,Manual transmission,271,260,2010,True
2010 Toyota FJ Cruiser 4WD AT,37,63,113,Toyota,17,21,Automatic transmission,271,260,2010,True
2011 Toyota Highlander,194,177,118,Toyota,20,25,Automatic transmission,186,187,2011,True
2011 Toyota Highlander V6,194,177,118,Toyota,20,25,Automatic transmission,248,270,2011,True
2011 Toyota Highlander V6 4WD,194,177,118,Toyota,17,22,Automatic transmission,248,270,2011,True
2011 Toyota Highlander SE,224,177,118,Toyota,20,25,Automatic transmission,186,187,2011,True
2011 Toyota Highlander SE V6,224,177,118,Toyota,18,24,Automatic transmission,248,270,2011,True
2011 Toyota Highlander SE V6 4WD,224,177,118,Toyota,17,22,Automatic transmission,248,270,2011,True
2011 Toyota Highlander Limited,224,177,118,Toyota,18,24,Automatic transmission,248,270,2011,True
2011 Toyota Highlander Limited 4WD,224,177,118,Toyota,17,22,Automatic transmission,248,270,2011,True
2010 Toyota Highlander,194,177,118,Toyota,20,27,Automatic transmission,186,187,2010,True
2010 Toyota Highlander V6,194,177,118,Toyota,18,24,Automatic transmission,248,270,2010,True
2010 Toyota Highlander V6 4WD,194,177,118,Toyota,17,23,Automatic transmission,248,270,2010,True
2010 Toyota Highlander Sport,224,177,118,Toyota,18,24,Automatic transmission,248,270,2010,True
2010 Toyota Highlander Sport 4WD,224,177,118,Toyota,17,23,Automatic transmission,248,270,2010,True
2010 Toyota Highlander SE,224,177,118,Toyota,18,24,Automatic transmission,248,270,2010,True
2010 Toyota Highlander SE 4WD,224,177,118,Toyota,17,23,Automatic transmission,248,270,2010,True
2010 Toyota Highlander Limited,224,177,118,Toyota,18,24,Automatic transmission,248,270,2010,True
2010 Toyota Highlander Limited 4WD,224,177,118,Toyota,17,23,Automatic transmission,248,270,2010,True
2011 Honda Accord Crosstour EX Hatchback,132,134,105,Honda,18,27,Automatic transmission,254,271,2011,True
2011 Honda Accord Crosstour EX-L Hatchback,132,134,105,Honda,18,27,Automatic transmission,254,271,2011,True
2011 Honda Accord Crosstour EX-L Hatchback 4WD,132,134,105,Honda,18,26,Automatic transmission,254,271,2011,True
2011 Toyota Land Cruiser,88,87,179,Toyota,13,18,Automatic transmission,401,381,2011,True
2010 Toyota Land Cruiser,88,87,179,Toyota,13,18,Automatic transmission,401,381,2010,True
2011 Toyota Matrix,13,14,229,Toyota,26,32,Manual transmission,128,132,2011,True
2011 Toyota Matrix AT,13,14,229,Toyota,25,32,Automatic transmission,128,132,2011,True
2011 Toyota Matrix S,13,14,229,Toyota,21,28,Manual transmission,162,158,2011,True
2011 Toyota Matrix S AT,13,14,229,Toyota,21,29,Automatic transmission,162,158,2011,True
2011 Toyota Matrix S AT AWD,24,14,229,Toyota,20,26,Automatic transmission,162,158,2011,True
2010 Maybach 57 Zeppelin,38,95,189,Maybach,10,16,Automatic transmission,738,631,2010,True
2010 Maybach 57,38,95,189,Maybach,10,16,Automatic transmission,664,543,2010,True
2010 Maybach 57 S,1,95,189,Maybach,10,16,Automatic transmission,738,604,2010,True
2010 Maybach 57 Zeppelin,38,95,189,Maybach,10,16,Automatic transmission,738,631,2011,True
2011 Maybach 57 S,1,95,189,Maybach,10,16,Automatic transmission,738,620,2011,True
2010 Maybach 62,38,20,189,Maybach,10,16,Automatic transmission,664,543,2010,True
2010 Maybach 62 S,38,20,189,Maybach,10,16,Automatic transmission,738,604,2010,True
2010 Maybach 62 Zeppelin,38,20,189,Maybach,10,16,Automatic transmission,738,631,2010,True
2011 Maybach 62 S,38,20,189,Maybach,10,16,Automatic transmission,738,620,2011,True
2011 Maybach 62,38,20,189,Maybach,10,16,Automatic transmission,664,543,2011,True
2009 Maybach Landaulet,38,20,189,Maybach,10,16,Automatic transmission,738,604,2009,True
2010 Maybach Landaulet,38,20,189,Maybach,10,16,Automatic transmission,738,604,2010,True
2011 Maybach Landaulet,38,20,189,Maybach,10,16,Automatic transmission,738,620,2011,True
2010 Toyota Matrix,13,14,229,Toyota,26,32,Manual transmission,128,132,2010,True
2010 Toyota Matrix  AT,13,14,229,Toyota,25,31,Automatic transmission,128,132,2010,True
2010 Toyota Matrix  S,13,42,229,Toyota,21,28,Manual transmission,162,158,2010,True
2010 Toyota Matrix S AT,13,42,229,Toyota,21,29,Automatic transmission,162,158,2010,True
2010 Toyota Matrix S AT AWD,24,42,229,Toyota,20,26,Automatic transmission,162,158,2010,True
2010 Toyota Matrix XRS,23,42,229,Toyota,21,28,Manual transmission,162,158,2010,True
2010 Toyota Matrix XRS AT,23,42,229,Toyota,21,29,Automatic transmission,162,158,2010,True
2010 Toyota Matrix  AT,13,14,229,Nissan,25,31,Automatic transmission,128,132,2010,True
2011 Nissan Armada SV 4x4 FFV,189,155,222,Nissan,12,18,Automatic transmission,385,317,2011,True
2011 Nissan Armada Platinum 4x4,189,155,222,Nissan,12,18,Automatic transmission,385,317,2011,True
2011 Nissan Armada SL 4x4 FFV,189,155,222,Nissan,12,18,Automatic transmission,385,317,2011,True
2011 Nissan Armada Platinum,168,155,222,Nissan,13,19,Automatic transmission,385,317,2011,True
2011 Nissan Armada SV FFV,168,155,222,Nissan,12,18,Automatic transmission,385,317,2011,True
2011 Nissan Armada SL FFV,168,155,222,Nissan,12,18,Automatic transmission,385,317,2011,True
2011 Volkswagen Jetta SportWagen S PZEV,223,204,244,Volkswagen,23,33,Manual transmission,177,170,2011,True
2011 Volkswagen Jetta SportWagen S PZEV AT,223,204,244,Volkswagen,24,31,Automatic transmission,177,170,2011,True
2011 Volkswagen Jetta SportWagen S,223,204,244,Volkswagen,23,33,Manual transmission,177,170,2011,True
2011 Volkswagen Jetta SportWagen S AT,223,204,244,Volkswagen,24,31,Automatic transmission,177,170,2011,True
2011 Volkswagen Jetta SportWagen SE,223,204,244,Volkswagen,24,31,Automatic transmission,177,170,2011,True
2011 Volkswagen Jetta SportWagen SE PZEV,223,204,244,Volkswagen,24,31,Automatic transmission,177,170,2011,True
2011 Volkswagen Jetta SportWagen TDI Clean Diesel,223,204,244,Volkswagen,30,42,Manual transmission,236,140,2011,True
2011 Chevrolet Aveo  LS,226,214,173,Chevrolet,27,35,Manual transmission,105,108,2011,True
2011 Chevrolet Aveo  1LT,226,214,173,Chevrolet,27,35,Manual transmission,105,108,2011,True
2011 Chevrolet Aveo  1LT AT,226,214,173,Chevrolet,25,34,Automatic transmission,105,108,2011,True
2011 Chevrolet Aveo  2LT,226,214,173,Chevrolet,27,35,Manual transmission,105,108,2011,True
2011 Chevrolet Aveo  2LT AT,226,214,173,Chevrolet,25,34,Automatic transmission,105,108,2011,True
2010 Volkswagen CC Sport PZEV,137,215,62,Volkswagen,21,31,Manual transmission,207,200,2010,True
2010 Volkswagen CC Sport,137,190,62,Volkswagen,21,31,Manual transmission,207,200,2010,True
2010 Volkswagen CC VR6 Sport,137,190,62,Volkswagen,18,27,Automatic transmission,265,280,2010,True
2010 Volkswagen CC VR6 4Motion Executive,137,190,62,Volkswagen,17,25,Automatic transmission,265,280,2010,True
2011 Audi A6 Sedan 4.2,179,52,237,Audi,16,24,Automatic transmission,325,350,2011,True
2010 Audi A6 Sedan 3.0 T,179,52,220,Audi,18,26,Automatic transmission,310,300,2010,True
2011 Chevrolet  Aveo5 LS,226,79,142,Chevrolet,27,35,Manual transmission,105,108,2011,True
2011 Chevrolet  Aveo5 1LT,226,79,142,Chevrolet,27,35,Manual transmission,105,108,2011,True
2011 Chevrolet  Aveo5 1LT AT,226,79,142,Chevrolet,25,34,Automatic transmission,105,108,2011,True
2011 Chevrolet  Aveo5 2LT,226,79,142,Chevrolet,27,35,Manual transmission,105,108,2011,True
2011 Chevrolet  Aveo5 2LT AT,226,79,142,Chevrolet,25,34,Automatic transmission,105,108,2011,True
2010 Audi A6 Sedan 4.2,179,52,220,Audi,16,23,Automatic transmission,325,350,2010,True
2011 Audi A6 Avant,198,69,220,Audi,18,26,Automatic transmission,310,300,2011,True
2010 Audi A6 Avant,198,69,220,Audi,18,26,Automatic transmission,310,300,2010,True
2012 Audi A7,140,105,91,Audi,18,28,Automatic transmission,325,310,2012,True
2011 Audi A8,180,17,63,Audi,17,27,Automatic transmission,328,372,2011,True
2011 Audi A8 L,191,147,63,Audi,17,27,Automatic transmission,328,372,2011,True
2010 Nissan Armada SE 4x4,189,155,222,Nissan,12,18,Automatic transmission,385,317,2010,True
2010 Nissan Armada Titanium 4x4,189,155,222,Nissan,12,18,Automatic transmission,385,317,2010,True
2010 Nissan Armada Platinum,168,155,222,Nissan,12,18,Automatic transmission,385,317,2010,True
2010 Nissan Armada SE,168,155,222,Nissan,12,18,Automatic transmission,385,317,2010,True
2010 Nissan Armada Titanium,168,155,222,Nissan,12,18,Automatic transmission,385,317,2010,True
2010 Nissan Armada Platinum 4x4,189,155,222,Nissan,12,18,Automatic transmission,385,317,2010,True
2010 Audi A8 L,164,198,236,Audi,16,23,Automatic transmission,325,350,2010,True
2010 Audi A8,164,198,236,Audi,16,23,Automatic transmission,325,350,2010,True
2011 Nissan Cube 1.8,115,140,158,Nissan,25,30,Manual transmission,127,122,2011,True
2011 Nissan Cube 1.8 S,115,140,158,Nissan,25,30,Manual transmission,127,122,2011,True
2010 Nissan Cube 1.8,115,140,158,Nissan,25,30,Manual transmission,127,122,2010,True
2010 Nissan Cube 1.8 S,115,140,158,Nissan,25,30,Manual transmission,127,122,2010,True
2012 Audi Q5 2.0 T,117,21,41,Audi,20,27,Automatic transmission,258,211,2012,True
2012 Audi Q5 3.2,117,21,41,Audi,18,23,Automatic transmission,243,270,2012,True
2011 Audi Q5 2.0 T,117,21,41,Audi,20,27,Automatic transmission,258,211,2011,True
2011 Audi Q5 3.2,117,21,41,Audi,18,23,Automatic transmission,243,270,2011,True
2010 Honda Accord Crosstour EX Hatchback,135,134,105,Honda,18,27,Automatic transmission,254,271,2010,True
2010 Honda Accord Crosstour EX-L Hatchback,135,134,105,Honda,18,27,Automatic transmission,254,271,2010,True
2010 Honda Accord Crosstour EX-L Hatchback 4WD,135,134,105,Honda,17,25,Automatic transmission,254,271,2010,True
2010 Audi Q5 3.2,117,21,41,Audi,18,23,Automatic transmission,243,270,2010,True
2009 Audi Q5 3.2,117,20,88,Audi,18,23,Automatic transmission,243,270,2009,True
2011 Honda Civic DX Coup,117,105,214,Honda,26,34,Manual transmission,128,140,2011,True
2011 Honda Civic DX Coup AT,117,105,214,Honda,25,36,Automatic transmission,128,140,2011,True
2011 Honda Civic LX Coup,117,105,214,Honda,26,34,Manual transmission,128,140,2011,True
2011 Honda Civic LX Coup AT,117,105,214,Honda,25,36,Automatic transmission,128,140,2011,True
2011 Honda Civic EX Coup,117,105,214,Honda,26,34,Manual transmission,128,140,2011,True
2011 Honda Civic EX Coup AT,117,105,214,Honda,25,36,Automatic transmission,128,140,2011,True
2011 Honda Civic EX-L Coup,117,105,214,Honda,25,36,Automatic transmission,128,140,2011,True
2011 Honda Civic Si Coup,117,105,214,Honda,21,29,Manual transmission,139,197,2011,True
2012 Audi Q7 3.0 T S Line,201,225,129,Audi,16,22,Automatic transmission,325,333,2012,True
2012 Audi Q7 3.0 T,201,225,129,Audi,16,22,Automatic transmission,295,280,2012,True
2012 Audi Q7 3.0 TDI,201,225,129,Audi,17,25,Automatic transmission,406,225,2012,True
2010 Lamborghini Gallardo Coupe LP 550-2 Valentino Balboni,141,249,107,Lamborghini,12,20,Manual transmission,398,550,2010,True
2010 Chevrolet  Aveo5 LS,226,79,142,Chevrolet,27,35,Manual transmission,105,108,2010,True
2010 Chevrolet  Aveo5 1LT,226,79,142,Chevrolet,27,35,Manual transmission,105,108,2010,True
2010 Chevrolet  Aveo5 1LT AT,226,79,142,Chevrolet,25,34,Automatic transmission,105,108,2010,True
2010 Chevrolet  Aveo5 2LT,226,79,142,Chevrolet,27,35,Manual transmission,105,108,2010,True
2010 Chevrolet  Aveo5 2LT AT,226,79,142,Chevrolet,25,34,Automatic transmission,105,108,2010,True
2010 Lexus LS 460,195,195,82,Lexus,16,24,Automatic transmission,367,380,2010,True
2010 Lexus LS 460 AWD,195,196,83,Lexus,16,23,Automatic transmission,344,357,2010,True
2010 Lexus LS 460 L,195,60,83,Lexus,16,24,Automatic transmission,367,380,2010,True
2010 Lexus LS 460 L AWD,195,60,83,Lexus,16,23,Automatic transmission,344,357,2010,True
2011 Lamborghini Gallardo Coupe LP 560-4,141,249,107,Lamborghini,12,20,Manual transmission,398,560,2011,True
2011 Lamborghini Gallardo Coupe LP 560-4 Spyder,159,249,107,Lamborghini,12,20,Manual transmission,398,560,2011,True
2012 Hyundai Accent Hatchback SE AT,170,18,163,Hyundai,30,40,Automatic transmission,123,138,2012,True
2012 Hyundai Accent Hatchback GS AT,170,18,163,Hyundai,30,40,Automatic transmission,123,138,2012,True
2012 Hyundai Accent Hatchback SE,170,18,163,Hyundai,30,40,Manual transmission,123,138,2012,True
2012 Hyundai Accent Hatchback GS,170,18,163,Hyundai,30,40,Manual transmission,123,138,2012,True
2011 Lexus LS 460,195,196,83,Lexus,16,24,Automatic transmission,367,380,2011,True
2011 Lexus LS 460 AWD,195,196,83,Lexus,16,23,Automatic transmission,344,357,2011,True
2011 Lexus LS 460 L,195,60,83,Lexus,16,24,Automatic transmission,367,380,2011,True
2011 Lexus LS 460 L AWD,195,60,83,Lexus,16,23,Automatic transmission,344,357,2011,True
2011 Hyundai Accent Hatchback GS AT,190,206,158,Hyundai,27,36,Automatic transmission,106,110,2011,True
2011 Hyundai Accent Hatchback SE,190,206,158,Hyundai,28,34,Manual transmission,106,110,2011,True
2011 Hyundai Accent Hatchback GS,190,206,158,Hyundai,28,34,Manual transmission,106,110,2011,True
2011 Hyundai Accent Hatchback GL,190,206,158,Hyundai,28,34,Manual transmission,106,110,2011,True
2011 Hyundai Accent Hatchback SE AT,190,206,158,Hyundai,27,36,Automatic transmission,106,110,2011,True
2010 Hyundai Accent Hatchback GS,190,206,158,Hyundai,28,34,Manual transmission,106,110,2010,True
2010 Hyundai Accent Hatchback SE AT,190,206,158,Hyundai,27,36,Automatic transmission,106,110,2010,True
2010 Hyundai Accent Hatchback SE,190,206,158,Hyundai,28,34,Manual transmission,106,110,2010,True
2010 Hyundai Accent Hatchback GS AT,190,206,158,Hyundai,27,36,Automatic transmission,106,110,2010,True
2010 Hyundai Accent Hatchback Blue,190,206,158,Hyundai,27,36,Manual transmission,106,110,2010,True
2012 Hyundai Accent Sedan GLS,170,16,163,Hyundai,30,40,Manual transmission,123,138,2012,True
2012 Hyundai Accent Sedan GLS AT,170,16,163,Hyundai,30,40,Automatic transmission,123,138,2012,True
2011 Hyundai Accent Sedan GLS AT,190,183,158,Hyundai,27,36,Automatic transmission,106,110,2011,True
2011 Hyundai Accent Sedan GLS,190,183,158,Hyundai,28,34,Manual transmission,106,110,2011,True
2010 Hyundai Accent Sedan GLS,190,183,158,Hyundai,28,34,Manual transmission,106,110,2010,True
2010 Hyundai Accent Sedan GLS AT,190,183,158,Hyundai,27,36,Automatic transmission,106,110,2010,True
2011 Hyundai Azera GLS,210,45,57,Hyundai,20,28,Automatic transmission,233,260,2011,True
2011 Hyundai Azera Limited,210,45,57,Hyundai,19,27,Automatic transmission,263,283,2011,True
2010 Hyundai Azera Limited,210,30,57,Hyundai,17,26,Automatic transmission,257,263,2010,True
2010 Hyundai Azera GLS,210,30,57,Hyundai,18,26,Automatic transmission,226,234,2010,True
2011 Audi Q7 3.0 T S Line,201,225,129,Audi,16,22,Automatic transmission,325,333,2011,True
2011 Audi Q7 3.0 T,201,225,129,Audi,16,22,Automatic transmission,295,272,2011,True
2011 Audi Q7 3.0 TDI,201,225,129,Audi,17,25,Automatic transmission,406,225,2011,True
2010 Audi Q7 3.6,201,223,191,Audi,14,19,Automatic transmission,266,280,2010,True
2010 Audi Q7 3.0 TDI,201,223,191,Audi,17,25,Automatic transmission,406,225,2010,True
2010 Audi Q7 4.2,201,223,191,Audi,13,18,Automatic transmission,325,350,2010,True
2011 Toyota RAV4,148,12,24,Toyota,22,28,Automatic transmission,172,179,2011,True
2011 Toyota RAV4 4WD,148,12,24,Toyota,21,27,Automatic transmission,172,179,2011,True
2011 Toyota RAV4 V6,148,12,24,Toyota,19,27,Automatic transmission,246,269,2011,True
2011 Toyota RAV4 V6 4WD,148,12,24,Toyota,19,26,Automatic transmission,246,269,2011,True
