county,state,population,housing_units,urban_pct,low_access_1,low_access_10,low_access_20,carless_pct
Manistee,MI,24733,10308,33.33333333333333,16967,52,0,7.1
Manitowoc,WI,81442,34013,68.42105263157895,43734,4,0,6.5
Marathon,WI,134063,53176,51.85185185185185,82951,5503,0,5.2
Marengo,AL,21027,8535,16.666666666666664,12841,5363,0,11.7
Maricopa,AZ,3817117,1411583,95.52401746724892,862842,22979,1493,6.8
Maries,MO,9176,3705,0.0,6990,502,0,4.3
Marin,CA,252409,103210,87.27272727272727,56326,408,0,5.4
Marinette,WI,41749,17974,25.0,26832,4453,0,5.8
Marion,AL,30776,12651,0.0,22754,397,0,5.7
Marion,AR,16653,7411,0.0,12869,2255,0,4.8
Marion,FL,331298,137726,52.38095238095239,218180,415,0,6.1
Marion,GA,8742,3420,0.0,8742,8092,0,7.1
Marion,IA,33309,12723,37.5,18528,2674,0,4.5
Marion,IL,39437,16148,50.0,24001,3979,0,7.2
Marion,IN,903393,366176,98.66071428571428,265314,0,0,9.9
Marion,KS,12660,5005,0.0,8703,2996,0,4.0
Marion,KY,19820,7358,16.666666666666664,13205,205,0,8.7
Marion,MO,28781,11377,62.5,10171,1350,0,8.5
Marion,MS,27088,10135,16.666666666666664,21237,2833,0,7.7
Marion,OH,66501,24691,72.22222222222221,42355,2596,0,8.0
Marion,OR,315335,112957,81.03448275862068,93537,269,0,7.5
Marion,SC,33062,13058,0.0,20405,25,0,14.6
Marion,TN,28237,11403,16.666666666666664,22004,0,0,7.1
Marion,TX,10546,4595,0.0,8712,1154,0,7.9
Marion,WV,56418,23786,55.55555555555556,31196,4,0,6.8
Mariposa,CA,18251,7693,0.0,16652,3155,1047,3.0
Marlboro,SC,28933,10383,28.57142857142857,19528,414,0,12.1
Marquette,MI,67077,27538,54.166666666666664,32936,3670,442,6.6
Marquette,WI,15404,6571,0.0,12235,255,0,3.1
Marshall,AL,93019,35810,44.44444444444444,65157,0,0,5.5
Marshall,IA,40648,15538,60.0,19092,5335,0,6.8
Marshall,IL,12640,5161,0.0,8275,1624,0,3.9
Marshall,IN,47051,17406,33.33333333333333,33390,2213,0,7.3
Marshall,KS,10117,4300,25.0,5320,1243,0,4.2
Marshall,KY,31448,13073,16.666666666666664,24439,617,0,3.9
Marshall,MN,9439,3981,0.0,7907,6071,944,4.7
Marshall,MS,37144,13369,16.666666666666664,30847,5681,0,6.3
Marshall,OK,15840,6338,25.0,11169,909,0,5.9
Marshall,SD,4656,1815,0.0,3309,2346,0,4.5
Marshall,TN,30617,11850,50.0,20086,615,0,5.6
Marshall,WV,33107,13869,44.44444444444444,22856,2426,0,7.1
Martin,FL,146318,63899,85.71428571428571,71534,673,0,4.6
Martin,IN,10334,4216,33.33333333333333,6559,192,0,4.6
Martin,KY,12929,4516,0.0,11209,38,0,9.0
Martin,MN,20840,9035,33.33333333333333,14388,5506,0,7.5
Martin,NC,24505,10318,16.666666666666664,19255,91,0,7.3
Martin,TX,4799,1649,0.0,2228,1011,227,2.6
Martinsville,VA,13821,6084,100.0,3543,0,0,16.4
Mason,IL,14666,6079,16.666666666666664,7300,814,0,6.9
Mason,KY,17490,7031,40.0,11581,211,0,9.6
Mason,MI,28705,11940,37.5,19257,172,0,7.2
Mason,TX,4012,1754,0.0,2101,835,0,2.2
Mason,WA,60699,23832,28.57142857142857,48207,914,0,4.2
Mason,WV,27324,11149,16.666666666666664,23573,1920,0,9.8
Massac,IL,15429,6362,50.0,9474,474,0,8.7
Matagorda,TX,36702,13894,30.0,21757,5805,5,5.9
Matanuska-Susitna,AK,88995,31824,29.166666666666668,74161,5902,860,3.3
Mathews,VA,8978,3858,0.0,8185,0,0,3.6
Maui,HI,154834,53886,70.27027027027027,80854,1961,0,5.7
Maury,TN,80956,31663,47.05882352941176,51410,1761,0,5.6
Maverick,TX,54258,15563,88.88888888888889,25155,950,21,7.5
Mayes,OK,41259,16008,22.22222222222222,27030,181,0,5.6
McClain,OK,34506,12891,16.666666666666664,28553,1545,0,2.6
McCone,MT,1734,774,0.0,1733,1596,1413,0.3
McCook,SD,5618,2168,0.0,5617,4514,0,3.6
McCormick,SC,10233,4027,0.0,8599,636,0,9.6
McCracken,KY,65565,28227,82.35294117647058,32425,10,0,7.9
McCreary,KY,18306,6477,0.0,15823,866,0,14.0
McCulloch,TX,8283,3338,33.33333333333333,3191,1126,155,7.5
McCurtain,OK,33151,12958,25.0,23214,4653,2123,7.9
McDonald,MO,23083,8404,0.0,18398,1698,0,6.5
McDonough,IL,32612,13057,70.0,17679,1966,0,8.3
McDowell,NC,44996,17838,20.0,34850,573,0,6.8
McDowell,WV,22113,9176,0.0,18113,753,0,13.7
McDuffie,GA,21875,8289,0.0,14660,174,0,8.4
McHenry,IL,308760,109199,78.84615384615384,193606,0,0,3.3
McHenry,ND,5395,2377,0.0,5395,5395,2486,3.8
McIntosh,GA,14333,5971,25.0,11300,459,0,5.2
McIntosh,ND,2809,1307,0.0,1011,558,27,5.9
McIntosh,OK,20252,8460,16.666666666666664,14898,2583,0,5.4
McKean,PA,43450,17183,33.33333333333333,23215,171,0,9.1
McKenzie,ND,6360,2410,0.0,4567,2862,453,3.7
McKinley,NM,71492,21968,35.294117647058826,56616,31986,12811,12.4
McLean,IL,169572,65104,78.04878048780488,81941,2265,0,6.5
McLean,KY,9531,3833,0.0,7219,2,0,6.1
McLean,ND,8962,3897,0.0,6234,4944,830,3.7
McLennan,TX,234906,86892,68.62745098039215,130966,4371,0,6.9
McLeod,MN,36651,14639,57.14285714285714,21655,1321,0,4.2
McMinn,TN,52266,20865,40.0,40174,0,0,5.9
McMullen,TX,707,310,0.0,706,692,454,7.9
McNairy,TN,26075,10326,14.285714285714285,23903,649,0,5.8
McPherson,KS,29180,11748,57.14285714285714,15277,3535,0,3.4
McPherson,NE,539,211,0.0,539,539,513,1.0
McPherson,SD,2459,1025,0.0,1562,1370,375,3.5
Meade,KS,4575,1713,0.0,2823,2320,8,4.4
Meade,KY,28602,10471,25.0,25932,1132,0,4.4
Meade,SD,25434,9903,40.0,12836,1716,1060,2.2
Meagher,MT,1891,806,0.0,1890,1890,1887,4.1
Mecklenburg,NC,919628,362213,96.99570815450645,278001,0,0,6.9
Mecklenburg,VA,32727,13495,22.22222222222222,25232,2056,0,8.7
Mecosta,MI,42798,16101,27.27272727272727,35854,1022,0,7.6
Medina,OH,172332,65143,62.16216216216216,107591,0,0,4.5
Medina,TX,46006,15530,12.5,36402,1529,21,4.7
Meeker,MN,23300,9176,33.33333333333333,17226,2656,0,4.8
Meigs,OH,23770,9557,33.33333333333333,20975,2854,0,6.8
Meigs,TN,11753,4686,0.0,10077,95,0,6.9
Mellette,SD,2048,693,0.0,2048,2034,703,15.0
Menard,IL,12705,5140,33.33333333333333,8097,29,0,5.6
Menard,TX,2242,994,0.0,1286,454,13,6.4
Mendocino,CA,87841,34945,40.0,50079,6270,0,7.6
Menifee,KY,6306,2440,0.0,5814,0,0,9.1
Menominee,MI,24029,10474,28.57142857142857,14027,799,0,7.5
Menominee,WI,4232,1318,0.0,4232,1255,0,10.1
Merced,CA,255793,75642,73.46938775510205,86280,1600,0,7.5
Mercer,IL,16434,6734,25.0,14707,1292,0,6.0
Mercer,KY,21331,8682,20.0,16927,22,0,5.8
Mercer,MO,3785,1560,0.0,2612,484,0,6.4
Mercer,ND,8424,3625,33.33333333333333,3528,1380,102,2.8
Mercer,NJ,366513,133155,96.10389610389609,125048,0,0,11.9
Mercer,OH,40814,15532,44.44444444444444,22679,1340,0,5.0
Mercer,PA,116638,46442,53.333333333333336,72809,0,0,9.7
Mercer,WV,62264,26603,56.25,36989,1181,0,9.1
Meriwether,GA,21992,8522,0.0,16203,0,0,9.6
Merrick,NE,7845,3151,33.33333333333333,5218,2468,0,4.1
Merrimack,NH,146445,57069,33.33333333333333,106319,106,0,5.3
Mesa,CO,146723,58095,79.3103448275862,68601,4728,16,5.6
Metcalfe,KY,10099,4055,0.0,9390,80,0,6.6
Miami,IN,36903,13456,50.0,25617,2340,0,4.8
Miami,KS,32787,12161,25.0,20630,12,0,3.9
Miami,OH,102506,40917,61.904761904761905,48679,0,0,5.4
Miami-Dade,FL,2496435,867352,98.07321772639692,218653,461,416,11.2
Middlesex,CT,165676,67202,75.0,107573,0,0,5.3
Middlesex,MA,1503085,580688,94.33962264150944,469458,0,0,10.6
Middlesex,NJ,809858,281186,98.28571428571428,260169,0,0,7.8
Middlesex,VA,10959,4708,0.0,8891,107,0,6.6
Midland,MI,83629,33437,47.36842105263158,58863,148,0,4.7
Midland,TX,136872,50845,88.88888888888889,64070,361,57,4.2
Mifflin,PA,46682,18743,50.0,29293,181,0,10.3
Milam,TX,24757,9408,28.57142857142857,14493,4876,0,7.3
Millard,UT,12503,4201,0.0,8556,5077,630,4.4
Mille Lacs,MN,26097,10166,14.285714285714285,17818,256,0,6.8
Miller,AR,43462,17219,75.0,24845,5458,0,8.0
Miller,GA,6125,2426,0.0,4519,224,0,8.0
Miller,MO,24748,9917,20.0,18281,727,0,4.7
Mills,IA,15059,5605,40.0,9601,959,0,3.6
Mills,TX,4936,1975,0.0,2981,1218,0,4.4
Milwaukee,WI,947735,383591,100.0,129794,0,0,14.4
Miner,SD,2389,1032,0.0,1599,439,0,3.2
Mineral,CO,712,355,0.0,711,681,619,1.6
Mineral,MT,4223,1911,0.0,3426,1971,602,3.7
Mineral,NV,4772,2240,50.0,2263,985,262,8.5
Mineral,WV,28212,11550,28.57142857142857,18985,171,0,12.5
Mingo,WV,26839,11125,14.285714285714285,21697,0,0,10.5
Minidoka,ID,20069,7170,40.0,10975,826,0,4.0
Minnehaha,SD,169468,67028,78.57142857142857,66181,1506,0,5.7
Missaukee,MI,14849,5843,0.0,13434,1311,0,5.4
Mississippi,AR,46480,17741,50.0,21472,236,0,8.7
Mississippi,MO,14358,5180,50.0,4580,16,0,11.8
Missoula,MT,109299,45926,65.0,51927,9689,1370,5.3
Mitchell,GA,23498,8055,20.0,15298,2068,0,14.5
Mitchell,IA,10776,4395,33.33333333333333,7100,2222,0,5.0
Mitchell,KS,6373,2790,50.0,2951,1213,0,4.4
Mitchell,NC,15579,6685,0.0,13406,862,0,6.8
Mitchell,TX,9403,2809,50.0,5921,237,13,6.2
Mobile,AL,412992,158435,80.7017543859649,204941,1689,0,7.0
Modoc,CA,9686,4064,25.0,6617,3453,1183,5.0
Moffat,CO,13795,5465,75.0,6189,1232,433,4.9
Mohave,AZ,200186,82539,67.44186046511628,133119,18518,5198,5.4
Moniteau,MO,15607,5532,50.0,9116,738,0,6.6
Monmouth,NJ,630380,233983,93.75,273673,0,0,7.4
Mono,CA,14202,5768,33.33333333333333,8124,5733,2907,3.2
Monona,IA,9243,4050,25.0,5079,1399,0,5.3
Monongalia,WV,96189,39777,70.83333333333334,49453,1948,0,7.6
Monroe,AL,23068,9214,0.0,18391,5945,195,11.0
Monroe,AR,8149,3481,33.33333333333333,3747,684,25,16.9
Monroe,FL,73090,32629,63.33333333333333,34786,2889,9,7.6
Monroe,GA,26424,9662,0.0,23595,799,0,6.3
Monroe,IA,7970,3213,0.0,5211,876,0,4.8
Monroe,IL,32957,12589,50.0,22497,140,0,4.0
Monroe,IN,137974,54864,70.96774193548387,59217,185,0,7.9
Monroe,KY,10963,4509,0.0,7940,444,0,9.6
Monroe,MI,152021,58230,43.58974358974359,91867,0,0,5.2
Monroe,MO,8840,3638,0.0,5540,381,0,5.0
Monroe,MS,36989,14485,33.33333333333333,25850,627,0,8.3
Monroe,NY,744344,300422,93.22916666666666,317997,0,0,11.7
Monroe,OH,14642,6065,0.0,11635,802,0,7.2
Monroe,PA,169842,61091,33.33333333333333,133360,0,0,5.4
Monroe,TN,44519,17711,14.285714285714285,34767,42,0,5.6
Monroe,WI,44673,17376,33.33333333333333,29292,2369,0,7.8
Monroe,WV,13502,5655,0.0,11761,749,0,5.6
Montague,TX,19719,7989,33.33333333333333,13662,2010,0,3.5
Montcalm,MI,63342,23432,7.6923076923076925,48503,0,0,5.8
Monterey,CA,415057,125946,82.79569892473118,104877,5539,716,5.1
Montezuma,CO,25535,10541,14.285714285714285,16739,2662,66,2.7
Montgomery,AL,229363,89981,81.53846153846153,96396,5255,0,8.1
Montgomery,AR,9487,4000,0.0,8660,2234,0,5.5
Montgomery,GA,9123,3287,0.0,6552,1057,0,6.3
Montgomery,IA,10740,4558,50.0,5104,2043,0,7.7
Montgomery,IL,30104,11652,37.5,19116,723,0,5.4
Montgomery,IN,38124,14979,33.33333333333333,22363,2423,0,5.7
Montgomery,KS,35471,14382,46.15384615384616,14871,519,0,9.3
Montgomery,KY,26499,10435,16.666666666666664,20996,0,0,7.6
Montgomery,MD,971777,357086,97.2093023255814,195116,0,0,7.7
Montgomery,MO,12236,4868,25.0,9354,1282,0,5.1
Montgomery,MS,10925,4438,33.33333333333333,10137,3346,0,8.8
Montgomery,NC,27798,10544,16.666666666666664,21414,159,0,9.5
Montgomery,NY,50219,20272,56.25,42496,1044,0,13.0
Montgomery,OH,535153,223943,95.42483660130719,191405,0,0,10.1
Montgomery,PA,799874,307750,97.63033175355451,269017,0,0,6.2
Montgomery,TN,172331,63673,84.61538461538461,120476,1568,0,4.7
Montgomery,TX,455746,162530,69.49152542372882,300158,1460,0,3.5
Montgomery,VA,94392,35767,68.75,38368,86,0,6.1
Montmorency,MI,9765,4416,0.0,7422,364,0,5.5
Montour,PA,18267,7393,50.0,12608,0,0,8.7
Montrose,CO,41276,16484,40.0,28263,3034,180,5.7
Moody,SD,6486,2554,0.0,6486,5029,0,4.4
Moore,NC,88247,37540,50.0,69922,69,0,5.5
Moore,TN,6362,2492,0.0,6357,2086,0,2.9
Moore,TX,21904,7197,50.0,8275,5591,7,5.2
Mora,NM,4881,2114,0.0,4517,1600,486,4.6
Morehouse,LA,27979,10853,37.5,18219,1992,0,12.4
Morgan,AL,119490,47030,62.96296296296296,67959,92,0,5.5
Morgan,CO,28159,10294,50.0,10966,842,2,6.0
Morgan,GA,17868,6660,20.0,17126,633,0,4.1
Morgan,IL,35547,14104,60.0,19747,2001,0,7.3
Morgan,IN,68894,25765,53.84615384615385,47047,0,0,4.2
Morgan,KY,13923,4860,0.0,11155,848,0,7.5
Morgan,MO,20565,8450,0.0,16523,617,0,8.2
Morgan,OH,15054,6034,25.0,12494,803,0,7.5
Morgan,TN,21987,7692,0.0,19579,3041,0,5.9
Morgan,UT,9469,2820,0.0,6151,39,0,0.6
Morgan,WV,17541,7303,0.0,17331,1617,0,5.6
Morrill,NE,5042,2085,0.0,3473,2539,67,3.7
Morris,KS,5923,2554,0.0,3895,1952,0,5.9
Morris,NJ,492276,180534,96.0,231522,0,0,4.9
Morris,TX,12934,5226,33.33333333333333,7915,1,0,6.4
Morrison,MN,33198,13080,25.0,26221,7227,0,5.8
Morrow,OH,34827,12855,0.0,30205,50,0,5.7
Morrow,OR,11173,3916,0.0,6549,483,9,3.3
Morton,KS,3233,1250,0.0,1029,844,2,2.0
Morton,ND,27471,11289,40.0,16130,3967,1782,4.4
Motley,TX,1210,542,0.0,589,223,47,5.8
Moultrie,IL,14846,5758,25.0,9834,165,0,8.9
Mountrail,ND,7673,2793,0.0,3251,985,72,5.2
Mower,MN,39163,15828,63.63636363636363,24628,2961,0,7.1
Muhlenberg,KY,31499,12052,22.22222222222222,21295,117,0,7.3
Multnomah,OR,735334,304540,97.66081871345028,108423,61,0,13.6
Murray,GA,39628,14080,25.0,32048,516,0,4.9
Murray,MN,8725,3717,0.0,6555,3254,0,3.9
Murray,OK,13488,5350,33.33333333333333,7400,161,0,4.8
Muscatine,IA,42745,16412,60.0,23055,42,0,5.0
Muscogee,GA,189885,74081,100.0,75335,23,0,10.9
Muskegon,MI,172188,65616,73.80952380952381,108701,0,0,9.2
Muskingum,OH,86074,34271,47.36842105263158,55214,45,0,7.8
Muskogee,OK,70990,27054,62.5,33663,2231,0,8.3
Musselshell,MT,4538,2046,0.0,2692,1447,420,3.5
Nacogdoches,TX,64524,23861,46.15384615384616,41687,9847,0,8.2
Nance,NE,3735,1525,0.0,3735,3488,0,5.4
Nantucket,MA,10172,4229,50.0,3539,0,0,6.0
Napa,CA,136484,48876,77.5,36108,954,0,4.8
Nash,NC,95840,37782,44.44444444444444,59012,431,0,8.2
Nassau,FL,73314,28794,58.333333333333336,56129,751,0,4.3
Nassau,NY,1339532,448528,99.64285714285714,82000,0,0,7.9
Natchitoches,LA,39566,15614,44.44444444444444,24255,7252,12,10.0
Natrona,WY,75450,30616,66.66666666666666,45068,2197,1158,4.2
Navajo,AZ,107449,35658,25.806451612903224,76503,19740,6703,9.2
Navarro,TX,47735,17380,30.0,31852,4843,0,8.5
Nelson,KY,43437,16826,11.11111111111111,32329,268,0,4.9
Nelson,ND,3126,1474,0.0,3125,3125,2731,2.6
Nelson,VA,15020,6396,0.0,13957,786,0,6.8
Nemaha,KS,10178,4115,33.33333333333333,7356,1537,0,4.1
Nemaha,NE,7248,2952,50.0,4627,204,0,6.4
Neosho,KS,16512,6645,60.0,7334,4061,0,6.4
Neshoba,MS,29676,10856,28.57142857142857,21841,1393,0,6.5
Ness,KS,3107,1365,0.0,1333,836,12,5.1
Nevada,AR,8997,3697,33.33333333333333,6561,2087,0,8.5
Nevada,CA,98764,41527,50.0,68420,388,0,4.3
New Castle,DE,538479,202651,93.1297709923664,210432,0,0,7.4
New Hanover,NC,202667,86046,95.55555555555556,74873,0,0,6.6
New Haven,CT,862477,334502,94.73684210526316,302090,0,0,11.6
New Kent,VA,18429,6813,0.0,17016,0,0,2.3
New London,CT,274055,107057,71.21212121212122,159463,0,0,7.0
New Madrid,MO,18956,7742,33.33333333333333,11060,116,0,10.6
New York,NY,1585873,763846,100.0,2,0,0,77.9
Newaygo,MI,48460,18406,9.090909090909092,37307,233,0,5.4
Newberry,SC,37508,14709,25.0,26515,877,0,7.9
Newport News,VA,180719,70664,100.0,35273,0,0,9.2
Newport,RI,82888,34911,90.90909090909092,39999,0,0,8.3
Newton,AR,8330,3571,0.0,7922,2939,97,3.9
Newton,GA,99958,34390,61.53846153846154,73566,0,0,5.1
Newton,IN,14244,5503,0.0,9722,0,0,4.1
Newton,MO,58114,22021,41.66666666666667,45848,640,0,5.7
Newton,MS,21720,8214,20.0,17338,997,0,6.2
Newton,TX,14445,5476,0.0,12396,3814,0,2.5
Nez Perce,ID,39265,16241,80.0,12483,1047,2,5.9
Niagara,NY,216469,90556,75.40983606557377,103845,381,0,10.3
Nicholas,KY,7135,2809,0.0,5021,42,0,8.1
Nicholas,WV,26233,10938,0.0,18340,751,0,8.5
Nicollet,MN,32727,12201,71.42857142857143,20774,90,0,5.1
Niobrara,WY,2484,1069,0.0,870,544,279,7.5
Noble,IN,47536,17355,30.0,31765,0,0,5.2
Noble,OH,14645,4852,33.33333333333333,12293,1491,0,5.6
Noble,OK,11561,4614,50.0,6908,3106,0,4.3
Nobles,MN,21378,7946,50.0,13118,4487,0,5.8
Nodaway,MO,23370,8545,40.0,18442,4621,0,6.1
Nolan,TX,15216,5999,60.0,7104,1141,384,8.9
Nome,AK,9492,2815,0.0,5691,5066,5048,55.1
Norfolk,MA,670850,257914,98.46153846153848,264767,0,0,9.1
Norfolk,VA,242803,86485,98.76543209876544,36576,0,0,12.4
Norman,MN,6852,2863,0.0,4269,1780,0,4.5
North Slope,AK,9430,2029,33.33333333333333,4406,3579,3501,44.0
Northampton,NC,22099,9193,0.0,19043,226,0,12.2
Northampton,PA,297735,113565,82.35294117647058,122603,0,0,7.6
Northampton,VA,12389,5323,0.0,9870,38,0,11.5
Northumberland,PA,94528,39242,54.166666666666664,46663,0,0,10.3
Northumberland,VA,12330,5540,0.0,11659,907,0,5.4
Northwest Arctic,AK,7523,1919,50.0,4334,4321,4321,63.9
Norton,KS,5671,2163,0.0,2650,1166,0,3.5
Norton,VA,3958,1750,100.0,902,0,0,12.2
Nottoway,VA,15853,5706,0.0,13286,5825,0,10.0
Nowata,OK,10536,4224,25.0,8460,719,0,5.2
Noxubee,MS,11545,4305,33.33333333333333,7335,1831,0,13.8
Nuckolls,NE,4500,2079,0.0,2627,1628,348,4.4
Nueces,TX,340223,124587,87.65432098765432,147144,914,0,8.5
Nye,NV,43946,18032,60.0,41080,3662,3295,4.5
O'Brien,IA,14398,6069,25.0,6322,3105,0,5.4
Oakland,MI,1202362,483698,93.78698224852073,433586,0,0,5.7
Obion,TN,31807,13077,10.0,20569,211,0,7.8
Ocean,NJ,576567,221111,88.09523809523809,321274,0,0,6.7
Oceana,MI,26570,10174,14.285714285714285,20941,980,0,5.0
Ochiltree,TX,10223,3617,66.66666666666666,2025,499,6,3.0
Oconee,GA,32808,11622,16.666666666666664,28644,521,0,2.3
Oconee,SC,74273,30676,26.666666666666668,61276,1051,0,6.4
Oconto,WI,37660,15415,0.0,31022,2678,0,3.7
Ogemaw,MI,21699,9283,0.0,17600,9,0,7.5
Ogle,IL,53497,20856,36.36363636363637,34091,133,0,4.6
Oglethorpe,GA,14899,5647,0.0,14533,657,0,4.2
Ohio,IN,6128,2477,0.0,3668,0,0,4.4
Ohio,KY,23842,9176,0.0,18380,1300,0,4.3
Ohio,WV,44443,18914,83.33333333333334,23464,0,0,12.9
Okaloosa,FL,180822,72379,90.24390243902441,95369,1381,0,5.2
Okanogan,WA,41120,16519,10.0,26624,4211,99,5.1
Okeechobee,FL,39996,14013,50.0,31312,5504,1332,4.6
Okfuskee,OK,12191,4354,25.0,9301,2552,0,7.3
Oklahoma,OK,718633,287598,92.11618257261411,253695,2401,0,6.9
Okmulgee,OK,40069,15362,40.0,27358,4521,0,7.4
Oktibbeha,MS,47671,18820,62.5,34460,515,0,6.4
Oldham,KY,60316,19431,42.857142857142854,48400,0,0,2.7
Oldham,TX,2052,691,0.0,2052,2052,1832,1.3
Oliver,ND,1846,756,0.0,1845,1515,0,2.7
Olmsted,MN,144248,57080,75.75757575757575,66667,4,0,6.4
Oneida,ID,4286,1545,0.0,2727,491,330,6.4
Oneida,NY,234878,93028,68.91891891891892,124210,441,0,11.7
Oneida,WI,35998,16003,14.285714285714285,27072,2474,0,5.0
Onondaga,NY,467026,187686,86.42857142857143,186480,4249,0,12.8
Onslow,NC,177772,60092,65.625,121639,258,0,5.1
Ontario,NY,107931,43019,40.0,67331,0,0,7.6
Ontonagon,MI,6780,3258,0.0,5042,2155,1,6.8
Orange,CA,3010232,992781,99.31389365351629,258592,0,0,4.8
Orange,FL,1145956,421847,95.16908212560388,318892,53,0,6.5
Orange,IN,19840,7872,16.666666666666664,12837,69,0,6.1
Orange,NC,133801,51457,60.71428571428571,73882,26,0,5.1
Orange,NY,372813,125925,79.74683544303798,206447,0,0,9.8
Orange,TX,81837,31031,57.14285714285714,54347,0,0,5.6
Orange,VA,33481,12895,40.0,26975,2083,0,4.9
Orange,VT,28936,11887,0.0,26333,2744,0,5.4
Orangeburg,SC,92501,35788,40.0,67212,710,0,9.2
Oregon,MO,10881,4527,0.0,7988,1751,0,6.5
Orleans,LA,343829,142158,97.74011299435028,93555,11,0,18.9
Orleans,NY,42883,16119,27.27272727272727,31573,642,0,8.2
Orleans,VT,27231,11320,0.0,21340,3311,0,6.6
Osage,KS,16295,6552,20.0,10776,1906,0,4.8
Osage,MO,13878,5328,0.0,13000,2112,0,5.2
Osage,OK,47472,18205,27.27272727272727,38207,4306,92,5.3
Osborne,KS,3858,1742,0.0,1482,891,16,2.9
Osceola,FL,268685,90603,78.04878048780488,125993,2977,932,6.0
Osceola,IA,6462,2682,50.0,3589,1177,0,5.9
Osceola,MI,23528,9222,0.0,18475,3597,0,8.4
Oscoda,MI,8640,3772,0.0,6787,6,0,7.1
Oswego,NY,122109,46400,41.379310344827594,78559,1406,0,8.6
Otero,CO,18831,7729,42.857142857142854,11592,502,18,8.5
Otero,NM,63797,24464,62.5,47930,5800,1346,7.1
Otoe,NE,15740,6362,40.0,7141,1855,0,5.8
Otsego,MI,24164,9756,50.0,17648,1113,0,6.8
Otsego,NY,62259,24620,35.294117647058826,49644,4651,0,7.7
Ottawa,KS,6091,2456,0.0,4041,1735,0,4.4
Ottawa,MI,263801,93775,69.81132075471697,155926,0,0,4.2
Ottawa,OH,41428,17503,46.15384615384616,32691,58,0,4.8
Ottawa,OK,31848,12345,55.55555555555556,19960,1445,0,6.4
Otter Tail,MN,57303,24055,17.647058823529413,39885,7067,0,6.0
Ouachita,AR,26120,11003,50.0,17124,4916,0,9.4
Ouachita,LA,153720,58691,80.0,101389,3681,0,8.9
Ouray,CO,4436,2022,0.0,3551,324,0,2.6
Outagamie,WI,176695,69648,80.0,77070,0,0,4.1
Overton,TN,22083,8820,0.0,17659,130,0,5.8
Owen,IN,21575,8486,0.0,17948,151,0,4.3
Owen,KY,10841,4296,0.0,9145,752,0,4.2
Owsley,KY,4755,1914,0.0,4041,69,0,19.1
Owyhee,ID,11526,4076,0.0,6818,2022,403,4.6
Oxford,ME,57833,24300,11.76470588235294,46579,4334,27,7.0
Ozark,MO,9723,4194,0.0,9301,5361,0,7.3
Ozaukee,WI,86395,34228,72.22222222222221,50421,47,0,4.0
Pacific,WA,20920,9499,12.5,15829,1830,2,6.7
Page,IA,15932,6393,50.0,9136,934,0,6.5
Page,VA,24042,9746,0.0,15472,0,0,3.7
Palm Beach,FL,1320134,544227,96.73590504451039,330267,32,0,6.7
Palo Alto,IA,9421,3994,25.0,5913,2875,0,3.8
Palo Pinto,TX,28111,10871,66.66666666666666,17217,7772,93,8.0
Pamlico,NC,13144,5490,0.0,11028,651,0,5.3
Panola,MS,34707,12839,16.666666666666664,29311,4494,0,7.4
Panola,TX,23796,9271,16.666666666666664,17772,4171,0,4.0
Park,CO,16206,7174,0.0,16176,9483,476,2.3
Park,MT,15636,7310,33.33333333333333,9213,3665,1335,6.4
Park,WY,28205,11885,80.0,15251,3198,1561,3.2
Parke,IN,17339,6222,25.0,14461,1389,0,5.0
Parker,TX,116927,42069,36.84210526315789,97936,3674,0,3.2
Parmer,TX,10269,3413,50.0,3348,748,0,4.4
Pasco,FL,464697,189612,84.32835820895522,228228,3,0,5.9
Pasquotank,NC,40661,14956,40.0,24177,1490,0,12.1
Passaic,NJ,501226,166785,97.0,79978,0,0,16.5
Patrick,VA,18490,8081,0.0,17051,906,0,5.8
Paulding,GA,142324,48105,73.68421052631578,101242,0,0,2.8
Paulding,OH,19614,7769,20.0,14749,2492,0,5.8
Pawnee,KS,6973,2665,50.0,3014,1044,250,4.0
Pawnee,NE,2773,1230,0.0,1873,503,0,7.9
Pawnee,OK,16577,6486,20.0,12262,274,0,4.2
Payette,ID,22623,8262,50.0,15797,1377,0,2.6
Payne,OK,77350,30177,64.70588235294117,48452,815,0,5.4
Peach,GA,27695,9958,16.666666666666664,19786,0,0,7.3
Pearl River,MS,55834,20816,22.22222222222222,43766,2532,0,6.4
Pecos,TX,15507,4894,75.0,6213,2459,665,6.4
Pembina,ND,7413,3257,0.0,4991,3411,5,2.8
Pemiscot,MO,18296,7350,50.0,7781,0,0,12.8
Pend Oreille,WA,13001,5479,0.0,10025,4298,14,4.5
Pender,NC,52217,20333,12.5,46229,3569,0,6.1
Pendleton,KY,14877,5494,0.0,11807,112,0,3.4
Pendleton,WV,7695,3285,0.0,6368,2364,0,4.7
Pennington,MN,13930,5836,40.0,5927,1227,335,6.3
Pennington,SD,100948,41251,69.56521739130434,56102,3790,1566,4.7
Penobscot,ME,153923,62966,32.608695652173914,97369,7475,98,9.0
Peoria,IL,186494,75793,81.25,89512,406,0,9.6
Pepin,WI,7469,3051,0.0,5533,0,0,5.8
Perkins,NE,2970,1239,0.0,2969,2947,743,3.5
Perkins,SD,2982,1291,0.0,1732,1470,1113,5.1
Perquimans,NC,13453,5598,0.0,12222,374,0,9.6
